"sites","Bloc","Coupe","Exclos","Analogue","Diam_bas","Diam_api","Longueur","Classe"
"ACPSEA1","A","partielle","sans",1,"40","20,2","212",2
"ACPSEA1","A","partielle","sans",1,"24,5","10,5","1208",4
"ACPSEA1","A","partielle","sans",1,"19,1","17,5","380",3
"ACPSEA1","A","partielle","sans",1,"23,7","19,2","124",3
"ACPSEA1","A","partielle","sans",1,"26,1","22,8","170",2
"ACPSEA1","A","partielle","sans",1,"18,8","16,1","440",3
"ACPSEA1","A","partielle","sans",1,"20","17,2","185",3
"ACPSEA1","A","partielle","sans",1,"45,4","33,2","514",3
"ACPSEA1","A","partielle","sans",1,"34,3","34,1","164",4
"ACPSEA1","A","partielle","sans",1,"10,9","9,4","215",2
"ACPSEA1","A","partielle","sans",1,"30,9","29,2","168",3
"ACPSEA1","A","partielle","sans",1,"20,2","20,2","235",3
"AT1","A","temoin","temoin",1,"16,8","1,8","1508",1
"AT1","A","temoin","temoin",1,"22,8","9,3","873",2
"AT1","A","temoin","temoin",1,"19","5,4","875",2
"AT1","A","temoin","temoin",1,"15,2","7,2","832",3
"AT1","A","temoin","temoin",1,"22,1","12,2","835",3
"AT1","A","temoin","temoin",1,"19,2","13,1","240",3
"AT1","A","temoin","temoin",1,"31,2","15,7","1160",1
"AT1","A","temoin","temoin",1,"36,3","13,4","1600",3
"AT1","A","temoin","temoin",1,"21,7","31,8","114",3
"AT1","A","temoin","temoin",1,"9,4","7,4","208",3
"AT1","A","temoin","temoin",1,"13,6","3","711",3
"AT1","A","temoin","temoin",1,"10","3,3","270",2
"ACPAEA3","A","partielle","avec",3,"10,1","5,2","258",3
"ACPAEA3","A","partielle","avec",3,"11,3","4,9","966",2
"ACPAEA3","A","partielle","avec",3,"18,2","15,9","436",4
"ACPAEA3","A","partielle","avec",3,"9,3","6,2","730",2
"ACPAEA3","A","partielle","avec",3,"14,4","12,3","164",3
"ACPAEA3","A","partielle","avec",3,"12,3","12,2","273",3
"ACPAEA3","A","partielle","avec",3,"14,1","13","113",2
"ACPAEA3","A","partielle","avec",3,"15,9","14,6","137",3
"ACPAEA3","A","partielle","avec",3,"11,5","7,9","520",2
"ACPAEA3","A","partielle","avec",3,"8,2","6,9","590",2
"ACPAEA3","A","partielle","avec",3,"17,6","13,7","104",4
"ACPAEA3","A","partielle","avec",3,"17,7","12,5","330",3
"ACPAEA3","A","partielle","avec",3,"12,1","10,2","104",2
"ACPAEA3","A","partielle","avec",3,"17,3","7,3","910",3
"ACPAEA3","A","partielle","avec",3,"12,3","8,3","170",4
"ACPAEA3","A","partielle","avec",3,"19,9","3,6","1540",3
"ACPAEA3","A","partielle","avec",3,"11,2","6,7","915",3
"ACPAEA3","A","partielle","avec",3,"11,2","8,3","311",2
"ACPAEA3","A","partielle","avec",3,"13","11,7","154",2
"ACPAEA3","A","partielle","avec",3,"22","15,6","230",2
"ACPAEA3","A","partielle","avec",3,"7,1","4,1","190",2
"ACPAEA3","A","partielle","avec",3,"13,7","4,5","320",3
"ACPAEA3","A","partielle","avec",3,"17,5","9,8","140",3
"ACPAEA3","A","partielle","avec",3,"10,3","5,8","248",2
"ACPAEA3","A","partielle","avec",3,"9,6","8,6","176",2
"ACPAEA3","A","partielle","avec",3,"13,7","7,3","129",2
"ACPAEA3","A","partielle","avec",3,"12,7","8","140",2
"ACPAEA2","A","partielle","avec",2,"12,6","11,4","145",3
"ACPAEA2","A","partielle","avec",2,"25,6","19,6","410",3
"ACPAEA2","A","partielle","avec",2,"13","5","1,08",3
"ACPAEA2","A","partielle","avec",2,"16,9","15,9","190",3
"ACPAEA2","A","partielle","avec",2,"21,1","18","196",3
"ACPAEA2","A","partielle","avec",2,"17,7","17,5","190",3
"ACPAEA2","A","partielle","avec",2,"18,3","11,9","545",2
"ACPAEA2","A","partielle","avec",2,"15,9","15,7","100",3
"ACPAEA2","A","partielle","avec",2,"18,9","16,8","450",3
"ACPAEA2","A","partielle","avec",2,"14,4","10,6","400",2
"ACPAEA2","A","partielle","avec",2,"13,2","12,5","140",4
"ACPAEA2","A","partielle","avec",2,"10,3","9,1","365",2
"ACPAEA2","A","partielle","avec",2,"17,4","16,3","125",2
"ACPAEA2","A","partielle","avec",2,"19,7","17,2","528",3
"ACPAEA2","A","partielle","avec",2,"13,2","10,5","287",2
"ACPAEA2","A","partielle","avec",2,"14,4","2,1","1070",3
"ACPAEA2","A","partielle","avec",2,"15,3","17,3","367",2
"ACPAEA2","A","partielle","avec",2,"9,6","9,1","280",2
"ACPAEA2","A","partielle","avec",2,"29,1","18,1","440",2
"ACPAEA2","A","partielle","avec",2,"14","11","360",2
"ACPAEA2","A","partielle","avec",2,"16,9","14,3","487",2
"ACPAEA2","A","partielle","avec",2,"22","21,1","148",4
"ACPAEA2","A","partielle","avec",2,"25,8","17,4","234",3
"ACPAEA2","A","partielle","avec",2,"12,8","12,2","330",4
"ACPAEA2","A","partielle","avec",2,"16,5","13,5","178",3
"ACPAEA2","A","partielle","avec",2,"11,1","6,2","760",2
"ACPAEA2","A","partielle","avec",2,"13,7","6,4","800",2
"ACPAEA2","A","partielle","avec",2,"21,7","20,9","286",3
"ACPAEA2","A","partielle","avec",2,"15,6","11","144",3
"ACPAEA2","A","partielle","avec",2,"20","17","515",3
"ACPAEA1","A","partielle","avec",1,"31,1","12","1600",3
"ACPAEA1","A","partielle","avec",1,"10","6,6","314",2
"ACPAEA1","A","partielle","avec",1,"13,1","9,1","430",3
"ACPAEA1","A","partielle","avec",1,"12,3","6,4","550",2
"ACPAEA1","A","partielle","avec",1,"14,2","10,5","445",3
"ACPAEA1","A","partielle","avec",1,"26,5","21,7","343",4
"ACPAEA1","A","partielle","avec",1,"10,8","5,9","276",2
"ACPAEA1","A","partielle","avec",1,"19,4","16,5","340",2
"ACPAEA1","A","partielle","avec",1,"31,4","22,1","124",4
"ACPAEA1","A","partielle","avec",1,"9,8","9,6","160",3
"ACPAEA1","A","partielle","avec",1,"12,9","9,6","215",4
"ACPAEA1","A","partielle","avec",1,"18,4","10,3","900",2
"ACPAEA1","A","partielle","avec",1,"21","11","724",1
"ACPAEA1","A","partielle","avec",1,"20,5","15,1","618",3
"ACPAEA1","A","partielle","avec",1,"14,9","11","270",2
"ACPAEA1","A","partielle","avec",1,"11,5","9,7","347",2
"ACPAEA1","A","partielle","avec",1,"18,6","18,1","360",2
"ACPAEA1","A","partielle","avec",1,"16,9","13,9","170",2
"ACPAEA1","A","partielle","avec",1,"16,2","14","139",2
"ACPAEA1","A","partielle","avec",1,"12,8","10,8","143",2
"ACPAEA1","A","partielle","avec",1,"15,3","11,4","310",3
"ACPAEA1","A","partielle","avec",1,"10,7","9,4","194",3
"ACPAEA1","A","partielle","avec",1,"16,8","13,2","245",4
"ACPAEA1","A","partielle","avec",1,"11","4,5","510",4
"ACPAEA1","A","partielle","avec",1,"14,7","11,9","155",3
"ACPAEA1","A","partielle","avec",1,"11,6","6,4","520",2
"ACPAEA1","A","partielle","avec",1,"7,2","6,2","155",2
"ACPAEA1","A","partielle","avec",1,"9,6","5,5","390",3
"ACPAEA1","A","partielle","avec",1,"9,2","7,4","240",2
"ACPAEA1","A","partielle","avec",1,"12","11,2","150",2
"ACPAEA1","A","partielle","avec",1,"9,3","7,2","168",2
"AT3","A","temoin","temoin",3,"22,2","13,2","877",3
"AT3","A","temoin","temoin",3,"15,4","9","320",2
"AT3","A","temoin","temoin",3,"37,6","28,8","674",4
"AT3","A","temoin","temoin",3,"15,1","3,2","600",4
"AT3","A","temoin","temoin",3,"15,2","7,1","534",3
"AT3","A","temoin","temoin",3,"18,9","12,5","450",4
"AT3","A","temoin","temoin",3,"13,1","8,5","174",4
"AT3","A","temoin","temoin",3,"50","41","120",3
"AT3","A","temoin","temoin",3,"50","38,2","150",3
"AT3","A","temoin","temoin",3,"49,2","39,7","242",4
"AT3","A","temoin","temoin",3,"12,9","8,7","295",3
"AT3","A","temoin","temoin",3,"10,3","8,1","247",4
"AT3","A","temoin","temoin",3,"12,1","3,4","805",2
"AT3","A","temoin","temoin",3,"9,5","9,1","160",4
"BT3","B","temoin","temoin",3,"40,2","21,3","423",3
"BT3","B","temoin","temoin",3,"13,2","8,4","100",4
"BT3","B","temoin","temoin",3,"12,4","8","400",2
"BT3","B","temoin","temoin",3,"14","13,1","375",4
"BT3","B","temoin","temoin",3,"13,3","8,3","720",4
"BT3","B","temoin","temoin",3,"27","9,8","2080",3
"BT3","B","temoin","temoin",3,"16,6","32,1","1125",4
"BT3","B","temoin","temoin",3,"9,1","4,6","509",3
"BT2","B","temoin","temoin",2,"9,7","6","950",2
"BT2","B","temoin","temoin",2,"10,7","4,5","493",1
"BT2","B","temoin","temoin",2,"11,5","7,1","321",4
"BT2","B","temoin","temoin",2,"13,2","7,2","304",2
"BT2","B","temoin","temoin",2,"16,2","9,9","566",4
"BT2","B","temoin","temoin",2,"9","5,7","506",4
"AT2","A","temoin","temoin",2,"21,2","12,7","526",3
"AT2","A","temoin","temoin",2,"11,7","5,4","270",2
"AT2","A","temoin","temoin",2,"12,3","12","528",3
"AT2","A","temoin","temoin",2,"31,3","28,2","189",3
"AT2","A","temoin","temoin",2,"50","30","131",4
"AT2","A","temoin","temoin",2,"34,6","32,9","173",3
"AT2","A","temoin","temoin",2,"11,7","11,1","221",4
"AT2","A","temoin","temoin",2,"12,2","9,9","242",2
"AT2","A","temoin","temoin",2,"14,9","12,3","204",2
"AT2","A","temoin","temoin",2,"10,1","9","176",2
"AT2","A","temoin","temoin",2,"14,5","13,9","141",2
"AT2","A","temoin","temoin",2,"15,6","7,9","500",3
"BT1","B","temoin","temoin",1,"9,1","1","929",1
"BT1","B","temoin","temoin",1,"10,2","5,6","390",4
"BT1","B","temoin","temoin",1,"19,2","16,8","132",4
"BT1","B","temoin","temoin",1,"9,1","5,3","676",2
"BCPAEA3","B","partielle","avec",3,"17,8","14,7","366",2
"BCPAEA3","B","partielle","avec",3,"16","11,6","236",2
"BCPAEA3","B","partielle","avec",3,"15","9","749",4
"BCPAEA3","B","partielle","avec",3,"10,3","8,8","162",3
"BCPAEA3","B","partielle","avec",3,"11,7","10","175",3
"BCPAEA3","B","partielle","avec",3,"12","10,7","123",3
"BCPAEA3","B","partielle","avec",3,"13,3","12,6","154",3
"BCPAEA3","B","partielle","avec",3,"12,1","11,7","131",2
"BCPAEA3","B","partielle","avec",3,"19,1","15,5","580",3
"BCPAEA3","B","partielle","avec",3,"16,3","12,9","215",3
"BCPAEA3","B","partielle","avec",3,"12,9","10,1","167",3
"BCPAEA3","B","partielle","avec",3,"18,4","13,1","288",3
"BCPAEA3","B","partielle","avec",3,"9,9","9","203",4
"BCPAEA3","B","partielle","avec",3,"8,8","8,4","204",1
"BCPAEA3","B","partielle","avec",3,"9,7","8,6","123",3
"BCPAEA3","B","partielle","avec",3,"25,4","18,9","236",3
"BCPAEA3","B","partielle","avec",3,"24,1","20,3","320",4
"BCPAEA3","B","partielle","avec",3,"23,3","21,6","203",2
"BCPAEA3","B","partielle","avec",3,"9,8","8,6","155",3
"BCPAEA3","B","partielle","avec",3,"9,3","8,1","277",4
"BCPAEA3","B","partielle","avec",3,"33,2","24,9","231",3
"BCPAEA3","B","partielle","avec",3,"9,9","8,6","152",3
"BCPAEA3","B","partielle","avec",3,"13,3","11,2","280",2
"BCPAEA3","B","partielle","avec",3,"20,3","13,3","235",2
"BCPAEA3","B","partielle","avec",3,"11,6","10,2","237",4
"BCPAEA3","B","partielle","avec",3,"9,6","8,4","204",2
"BCPAEA3","B","partielle","avec",3,"10,4","10,1","132",3
"BCPAEA3","B","partielle","avec",3,"10,7","7,9","203",2
"BCPAEA3","B","partielle","avec",3,"11,8","10,3","273",2
"BCPAEA3","B","partielle","avec",3,"10,8","10,3","232",2
"BCPAEA3","B","partielle","avec",3,"13,6","13,5","140",4
"BCPAEA3","B","partielle","avec",3,"17,7","13,8","146",2
"BCPAEA3","B","partielle","avec",3,"11,3","5,6","365",2
"BCPAEA3","B","partielle","avec",3,"18,7","17,6","184",2
"BCPAEA3","B","partielle","avec",3,"22,6","18","138",2
"BCPAEA3","B","partielle","avec",3,"24,6","14,8","408",3
"BCPAEA3","B","partielle","avec",3,"24,8","18,1","120",3
"BCPAEA3","B","partielle","avec",3,"15,8","10,8","737",1
"BCPAEA3","B","partielle","avec",3,"10,2","5","510",3
"BCPAEA3","B","partielle","avec",3,"27,4","12,3","613",2
"BCPAEA3","B","partielle","avec",3,"15","14,9","109",2
"BCPAEA3","B","partielle","avec",3,"13","9,4","254",2
"BCPAEA3","B","partielle","avec",3,"13,7","13,2","212",2
"BCPAEA3","B","partielle","avec",3,"13,8","7,8","438",2
"BCPAEA1","B","partielle","avec",1,"10,5","2,1","770",1
"BCPAEA1","B","partielle","avec",1,"18,5","18,1","139",4
"BCPAEA1","B","partielle","avec",1,"17,8","17,7","198",3
"BCPAEA1","B","partielle","avec",1,"26,9","16,5","388",4
"BCPAEA1","B","partielle","avec",1,"9,3","7,4","327",3
"BCPAEA1","B","partielle","avec",1,"14,8","6,1","480",3
"BCPAEA1","B","partielle","avec",1,"15,8","11,3","374",4
"BCPAEA1","B","partielle","avec",1,"10,2","5,2","394",1
"BCPAEA1","B","partielle","avec",1,"13,7","4,8","880",2
"BCPAEA1","B","partielle","avec",1,"18,5","15","450",4
"BCPAEA1","B","partielle","avec",1,"9,6","4,8","532",1
"BCPAEA2","B","partielle","avec",2,"17,8","3,9","1140",2
"BCPAEA2","B","partielle","avec",2,"9,6","3,1","650",3
"BCPAEA2","B","partielle","avec",2,"15,7","15,2","124",2
"BCPAEA2","B","partielle","avec",2,"41","3,8","700",3
"BCPAEA2","B","partielle","avec",2,"13","10,7","147",3
"BCPAEA2","B","partielle","avec",2,"17,8","15,4","378",1
"BCPAEA2","B","partielle","avec",2,"26,6","24,3","1090",2
"BCPAEA2","B","partielle","avec",2,"22,4","13,7","580",2
"BCPAEA2","B","partielle","avec",2,"23,2","16","830",2
"BCPAEA2","B","partielle","avec",2,"36,5","13,4","370",2
"BCPAEA2","B","partielle","avec",2,"22,8","17,1","593",4
"BCPAEA2","B","partielle","avec",2,"11,1","5,6","410",1
"BCPAEA2","B","partielle","avec",2,"20","9,9","270",2
"BCPAEA2","B","partielle","avec",2,"10,2","13,1","300",NA
"BCPAEA2","B","partielle","avec",2,"23,2","16,8","516",4
"BCPAEA2","B","partielle","avec",2,"13","3,7","970",3
"BCPAEA2","B","partielle","avec",2,"11,5","2,9","639",2
"BCPAEA2","B","partielle","avec",2,"21,3","6,5","1122",3
"BCPAEA2","B","partielle","avec",2,"11,6","11","352",3
"BCPAEA2","B","partielle","avec",2,"10,3","9,7","155",4
"BCPAEA2","B","partielle","avec",2,"20,4","10,3","589",3
"BCPAEA2","B","partielle","avec",2,"27,9","15,4","165",4
"BCPSEA1","B","partielle","sans",1,"10,1","7,8","233",2
"BCPSEA1","B","partielle","sans",1,"12,5","10,1","204",3
"BCPSEA1","B","partielle","sans",1,"16,9","16,3","268",3
"BCPSEA1","B","partielle","sans",1,"50","42,3","220",4
"BCPSEA1","B","partielle","sans",1,"10,2","2,4","830",2
"BCPSEA1","B","partielle","sans",1,"11,3","1,2","820",3
"BCPSEA1","B","partielle","sans",1,"12","11,3","157",3
"BCPSEA1","B","partielle","sans",1,"10,8","8,6","144",3
"BCPSEA1","B","partielle","sans",1,"10,3","13,9","218",2
"BCPSEA1","B","partielle","sans",1,"11,8","11","144",3
"BCPSEA1","B","partielle","sans",1,"10","5,7","138",3
"BCPSEA1","B","partielle","sans",1,"11,5","10,3","100",4
"BCPSEA3","B","partielle","sans",3,"11,4","10,9","394",4
"BCPSEA3","B","partielle","sans",3,"9,6","9,5","242",4
"BCPSEA3","B","partielle","sans",3,"9,7","7,8","123",3
"BCPSEA3","B","partielle","sans",3,"10","9,6","167",3
"BCPSEA3","B","partielle","sans",3,"13,7","10,4","197",4
"BCPSEA3","B","partielle","sans",3,"10,3","6,6","303",4
"BCPSEA3","B","partielle","sans",3,"13,2","9,6","577",3
"BCPSEA3","B","partielle","sans",3,"23","14,8","670",4
"BCPSEA3","B","partielle","sans",3,"12,9","12,7","102",4
"BCPSEA3","B","partielle","sans",3,"9","8,3","184",4
"BCPSEA3","B","partielle","sans",3,"10,7","9,4","106",4
"BCPSEA2","B","partielle","sans",2,"14,3","11,2","488",4
"BCPSEA2","B","partielle","sans",2,"20","19,7","100",3
"BCPSEA2","B","partielle","sans",2,"11,2","6","390",3
"BCPSEA2","B","partielle","sans",2,"13,4","13,3","523",4
"BCPSEA2","B","partielle","sans",2,"12,1","10,2","275",2
"BCPSEA2","B","partielle","sans",2,"14,9","13,5","169",3
"BCPSEA2","B","partielle","sans",2,"15,6","15,3","163",3
"BCPSEA2","B","partielle","sans",2,"17,7","16,6","115",3
"BCPSEA2","B","partielle","sans",2,"16,6","4","1000",3
"BCPSEA2","B","partielle","sans",2,"10,3","4,4","650",3
"BCPSEA2","B","partielle","sans",2,"14,7","11,1","220",4
"BCPSEA2","B","partielle","sans",2,"10,1","6,2","726",2
"BCPSEA2","B","partielle","sans",2,"11,3","10","288",3
"BCPSEA2","B","partielle","sans",2,"13,4","9,4","334",2
"BCPSEA2","B","partielle","sans",2,"9,3","4","690",2
"BCPSEA2","B","partielle","sans",2,"15","10,4","324",3
"BCPSEA2","B","partielle","sans",2,"21,7","15,5","324",3
"BCPSEA2","B","partielle","sans",2,"15","8","360",2
"BCPSEA2","B","partielle","sans",2,"13","7,4","250",3
"BCPSEA2","B","partielle","sans",2,"9,3","4,4","424",3
"CCPSEA3","C","partielle","sans",3,"12,1","11,4","144",3
"CCPSEA3","C","partielle","sans",3,"18,3","7,8","251",3
"CCPSEA3","C","partielle","sans",3,"15,2","10,4","265",4
"CCPSEA3","C","partielle","sans",3,"12,3","9,2","346",3
"CCPSEA3","C","partielle","sans",3,"9,1","6,5","335",4
"CCPSEA3","C","partielle","sans",3,"9,6","6,7","105",4
"CCPSEA3","C","partielle","sans",3,"10,2","9,7","100",4
"CCPSEA3","C","partielle","sans",3,"13,3","11","283",4
"CCPSEA3","C","partielle","sans",3,"25,2","19,2","420",3
"CCPSEA3","C","partielle","sans",3,"9,5","7,6","584",2
"CCPSEA3","C","partielle","sans",3,"21,2","15,1","224",4
"CCPSEA3","C","partielle","sans",3,"13,4","11,3","100",4
"CCPSEA3","C","partielle","sans",3,"10,2","6,2","121",4
"CCPSEA3","C","partielle","sans",3,"15,3","13,5","141",4
"CCPSEA3","C","partielle","sans",3,"12","5,3","535",4
"CCPSEA3","C","partielle","sans",3,"37,8","23","500",3
"CCPSEA3","C","partielle","sans",3,"11,1","7,4","565",1
"CCPSEA3","C","partielle","sans",3,"9,9","7","163",1
"CCPSEA3","C","partielle","sans",3,"11","9,6","100",4
"CCPSEA3","C","partielle","sans",3,"10,8","9,7","250",3
"CCPSEA3","C","partielle","sans",3,"16,2","11,2","128",2
"CCPSEA3","C","partielle","sans",3,"9,1","9","200",3
"CCPSEA3","C","partielle","sans",3,"9,5","8,7","116",3
"CCPSEA3","C","partielle","sans",3,"12,3","10,7","150",3
"CCPSEA3","C","partielle","sans",3,"8,4","6,7","142",3
"CCPSEA3","C","partielle","sans",3,"10,3","9,6","200",3
"CCPSEA3","C","partielle","sans",3,"11,4","7,3","234",3
"CCPSEA1","C","partielle","sans",1,"11","4,2","380",4
"CCPSEA1","C","partielle","sans",1,"17,4","13,7","286",4
"CCPSEA1","C","partielle","sans",1,"21,9","19,9","505",4
"CCPSEA1","C","partielle","sans",1,"18,2","7","482",4
"CCPSEA1","C","partielle","sans",1,"20,1","5,3","1105",2
"CCPSEA1","C","partielle","sans",1,"12,6","7,8","642",3
"CCPSEA1","C","partielle","sans",1,"15,4","9,2","485",4
"CCPSEA1","C","partielle","sans",1,"10,2","7,6","166",4
"CCPSEA1","C","partielle","sans",1,"13,3","11","387",2
"CCPSEA1","C","partielle","sans",1,"10,9","1,3","590",2
"CCPSEA1","C","partielle","sans",1,"7,6","5,6","515",4
"CCPSEA2","C","partielle","sans",2,"9,7","3,2","388",3
"CCPSEA2","C","partielle","sans",2,"13,2","6,9","850",3
"CCPSEA2","C","partielle","sans",2,"27,6","4","958",2
"CCPSEA2","C","partielle","sans",2,"14,2","10,5","520",2
"CCPSEA2","C","partielle","sans",2,"9,1","3,1","384",3
"CCPSEA2","C","partielle","sans",2,"9,5","5,3","370",3
"CCPSEA2","C","partielle","sans",2,"10,2","9,3","106",3
"CCPSEA2","C","partielle","sans",2,"9,4","7,1","155",2
"CCPSEA2","C","partielle","sans",2,"26,7","8,7","682",2
"CCPSEA2","C","partielle","sans",2,"10,2","8","132",4
"CCPSEA2","C","partielle","sans",2,"24,2","14,2","551",3
"CCPAEA2","C","partielle","avec",2,"13,3","12,1","164",4
"CCPAEA2","C","partielle","avec",2,"11,7","4,7","590",3
"CCPAEA2","C","partielle","avec",2,"15,7","6,1","880",4
"CCPAEA2","C","partielle","avec",2,"9,2","5,9","670",3
"CCPAEA2","C","partielle","avec",2,"16,4","14","140",3
"CCPAEA2","C","partielle","avec",2,"11,5","11","167",3
"CCPAEA2","C","partielle","avec",2,"9,3","8","107",4
"CCPAEA2","C","partielle","avec",2,"14,5","13","128",3
"CCPAEA2","C","partielle","avec",2,"11,8","10,6","110",3
"CCPAEA2","C","partielle","avec",2,"13,7","13,5","120",3
"CCPAEA2","C","partielle","avec",2,"10,2","9,6","119",2
"CCPAEA2","C","partielle","avec",2,"11,5","10,8","120",4
"CCPAEA2","C","partielle","avec",2,"12","10,5","150",4
"CCPAEA2","C","partielle","avec",2,"9,1","8,3","287",3
"CCPAEA2","C","partielle","avec",2,"10,5","10,3","130",3
"CCPAEA2","C","partielle","avec",2,"10,4","8,3","267",3
"CCPAEA2","C","partielle","avec",2,"14,4","5,6","790",3
"CCPAEA2","C","partielle","avec",2,"26,6","12,4","415",4
"CCPAEA3","C","partielle","avec",3,"13,7","2,7","1120",2
"CCPAEA3","C","partielle","avec",3,"12,9","5,8","793",2
"CCPAEA3","C","partielle","avec",3,"12,4","4,4","343",2
"CCPAEA3","C","partielle","avec",3,"12,8","12,3","124",3
"CCPAEA3","C","partielle","avec",3,"14,7","14","103",2
"CCPAEA3","C","partielle","avec",3,"13","12,2","103",2
"CCPAEA3","C","partielle","avec",3,"16,6","19","194",3
"CCPAEA3","C","partielle","avec",3,"15,3","11,7","590",4
"CCPAEA3","C","partielle","avec",3,"22,4","11,6","672",3
"CCPAEA3","C","partielle","avec",3,"9,2","4,6","520",2
"CCPAEA3","C","partielle","avec",3,"10,7","8,5","287",4
"CCPAEA1","C","partielle","avec",1,"14,8","10,4","117",4
"CCPAEA1","C","partielle","avec",1,"19","15,5","114",4
"CCPAEA1","C","partielle","avec",1,"21,3","20,2","224",4
"CCPAEA1","C","partielle","avec",1,"15","11,3","290",4
"CCPAEA1","C","partielle","avec",1,"25,8","3,2","820",4
"CCPAEA1","C","partielle","avec",1,"21,8","15","823",3
"CCPAEA1","C","partielle","avec",1,"9,4","6,3","213",4
"CCPAEA1","C","partielle","avec",1,"12,4","12,2","382",3
"CCPAEA1","C","partielle","avec",1,"14,2","13,6","102",3
"CCPAEA1","C","partielle","avec",1,"17,2","15,2","129",4
"CCPAEA1","C","partielle","avec",1,"11,2","7,1","132",4
"CCPAEA1","C","partielle","avec",1,"13,9","12","125",4
"CCPAEA1","C","partielle","avec",1,"16,2","13,9","400",4
"CCPAEA1","C","partielle","avec",1,"29","15,2","149",3
"CCPAEA1","C","partielle","avec",1,"19,5","14,8","113",4
"CCPAEA1","C","partielle","avec",1,"16,2","15,1","113",3
"CCPAEA1","C","partielle","avec",1,"9,7","3,8","214",3
"CCPAEA1","C","partielle","avec",1,"8,9","7,9","160",4
"CT1","C","temoin","temoin",1,"10,1","5,8","403",4
"CT1","C","temoin","temoin",1,"10,5","10","220",4
"CT1","C","temoin","temoin",1,"12,1","1,2","745",4
"CT1","C","temoin","temoin",1,"50","40,1","400",4
"CT1","C","temoin","temoin",1,"9,1","2,6","604",3
"CT1","C","temoin","temoin",1,"16,2","8,3","190",4
"CT1","C","temoin","temoin",1,"14,3","9,6","260",3
"CT1","C","temoin","temoin",1,"10,4","5,4","407",3
"CT1","C","temoin","temoin",1,"32,2","21,4","442",3
"CT2","C","temoin","temoin",2,"14,9","5,2","1085",2
"CT2","C","temoin","temoin",2,"9,6","8,7","150",4
"CT2","C","temoin","temoin",2,"10,9","6,3","250",2
"CT2","C","temoin","temoin",2,"15,2","1,7","693",3
"CT2","C","temoin","temoin",2,"24,4","23","147",4
"CT2","C","temoin","temoin",2,"16,7","13,4","143",3
"CT2","C","temoin","temoin",2,"13,2","9","128",2
"CT2","C","temoin","temoin",2,"12,5","11,1","220",4
"CT2","C","temoin","temoin",2,"21,3","20","290",4
"DT2","D","temoin","temoin",2,"20,8","14,9","708",4
"DT2","D","temoin","temoin",2,"25,2","14,4","1516",3
"DT2","D","temoin","temoin",2,"9,2","4,2","544",2
"DT2","D","temoin","temoin",2,"12,2","24,2","965",3
"DT2","D","temoin","temoin",2,"28,8","18,9","1000",2
"DT2","D","temoin","temoin",2,"20","18,6","730",4
"DT2","D","temoin","temoin",2,"15,8","5,2","1415",4
"DT2","D","temoin","temoin",2,"10,2","8,8","464",4
"DT2","D","temoin","temoin",2,"19,1","14,4","102",4
"DT2","D","temoin","temoin",2,"15,4","8,4","195",4
"DT2","D","temoin","temoin",2,"15","11,7","102",4
"DT2","D","temoin","temoin",2,"13,4","8,4","650",2
"DT2","D","temoin","temoin",2,"10,9","7,6","608",1
"DT2","D","temoin","temoin",2,"22,6","15,7","750",4
"DT2","D","temoin","temoin",2,"16,8","8,4","817",4
"DT2","D","temoin","temoin",2,"24,1","13.9","416",3
"DT2","D","temoin","temoin",2,"35,9","23,2","244",3
"DT2","D","temoin","temoin",2,"30,2","28,5","670",3
"DT2","D","temoin","temoin",2,"11,2","3,2","670",2
"DT2","D","temoin","temoin",2,"12,6","8,5","330",4
"DT2","D","temoin","temoin",2,"31,2","31,1","140",3
"DT2","D","temoin","temoin",2,"25,9","23,6","308",3
"DT2","D","temoin","temoin",2,"9,8","3,4","460",4
"DT2","D","temoin","temoin",2,"11,4","2,2","510",3
"DT2","D","temoin","temoin",2,"20,3","7,3","480",2
"DT2","D","temoin","temoin",2,"24,8","8,7","600",2
"DT2","D","temoin","temoin",2,"17,9","14,3","680",3
"DT2","D","temoin","temoin",2,"11,3","4,1","600",2
"DT2","D","temoin","temoin",2,"15,8","11,6","382",2
"DT2","D","temoin","temoin",2,"26,6","17,7","760",2
"DT2","D","temoin","temoin",2,"10,1","6,2","154",2
"DT2","D","temoin","temoin",2,"32,4","24,3","150",3
"DT2","D","temoin","temoin",2,"30,2","24,1","723",3
"DT2","D","temoin","temoin",2,"28,7","15","940",4
"DT2","D","temoin","temoin",2,"15,2","9,6","523",3
"DT2","D","temoin","temoin",2,"14,5","8,1","660",3
"DT2","D","temoin","temoin",2,"20,3","15","650",3
"DT2","D","temoin","temoin",2,"16","6,7","650",3
"DT2","D","temoin","temoin",2,"14,1","12,5","475",4
"DT2","D","temoin","temoin",2,"30,5","24,6","265",4
"DT2","D","temoin","temoin",2,"12,5","11,5","128",2
"DT1","D","temoin","temoin",1,"9,3","6,6","116",3
"DT1","D","temoin","temoin",1,"14,3","6,8","734",3
"DT1","D","temoin","temoin",1,"15","5,9","770",1
"DT1","D","temoin","temoin",1,"23,1","21,5","142",4
"DCPSEA1","D","partielle","sans",1,"23","12,6","915",4
"DCPSEA1","D","partielle","sans",1,"19","18,5","175",4
"DCPSEA1","D","partielle","sans",1,"19,7","13,3","285",4
"DCPSEA1","D","partielle","sans",1,"18,8","12,8","857",3
