"ID","1","2","3","4"
"AT1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"AT2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"AT3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"ACPSEA2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"ACPSEA3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BCPSEA2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BCPSEA3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BT1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BT2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BT3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"ACPAEA3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"ACPSEA1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BCPAEA3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BCPSEA1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CCPAEA3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CCPSEA1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CCPSEA2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CCPSEA3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CT1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CT2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CT3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"ACPAEA1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"ACPAEA2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BCPAEA1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"BCPAEA2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CCPAEA1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"CCPAEA2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DCPAEA1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DCPAEA2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DCPAEA3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DCPSEA1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DCPSEA2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DCPSEA3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DT1",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DT2",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"DT3",0.771921874334415,0.824078032705519,0.813708266637621,0.814729545223579
"ACTAEA1",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"ACTAEA2",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"ACTAEA3",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"ACTSEA1",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"ACTSEA2",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"ACTSEA3",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"BCTSEA2",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"BCTSEA3",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"CCTSEA2",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"CCTSEA3",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"DCTSEA2",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"DCTSEA3",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"BCTAEA2",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"BCTAEA3",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"BCTSEA1",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"BCTAEA1",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"CCTSEA1",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"DCTAEA3",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"DCTSEA1",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"CCTAEA3",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"DCTAEA1",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"DCTAEA2",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"CCTAEA1",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
"CCTAEA2",0.787113678952058,0.807529595735911,0.795592850446701,0.796837176455826
