"","X1","X2","X3","X4"
"AT1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"AT2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"AT3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"ACPSEA2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"ACPSEA3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BCPSEA2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BCPSEA3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BT1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BT2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BT3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"ACPAEA3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"ACPSEA1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BCPAEA3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BCPSEA1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CCPAEA3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CCPSEA1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CCPSEA2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CCPSEA3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CT1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CT2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CT3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"ACPAEA1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"ACPAEA2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BCPAEA1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"BCPAEA2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CCPAEA1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"CCPAEA2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DCPAEA1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DCPAEA2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DCPAEA3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DCPSEA1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DCPSEA2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DCPSEA3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DT1",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DT2",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"DT3",-1.60822611318563,0.483684978346311,-0.0517433625905041,1.06125480370638
"ACTAEA1",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"ACTAEA2",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"ACTAEA3",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"ACTSEA1",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"ACTSEA2",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"ACTSEA3",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"BCTSEA2",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"BCTSEA3",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"CCTSEA2",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"CCTSEA3",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"DCTSEA2",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"DCTSEA3",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"BCTAEA2",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"BCTAEA3",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"BCTSEA1",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"BCTAEA1",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"CCTSEA1",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"DCTAEA3",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"DCTSEA1",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"CCTAEA3",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"DCTAEA1",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"DCTAEA2",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"CCTAEA1",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
"CCTAEA2",-1.59235353372315,0.72392916050649,0.0552212503542633,0.985747663447556
