"site","ID","day","month","ext","order","family","Bloc","Coupe","Exclos","Analogue","ord.fam"
"BT3","col320",15,"juillet",6,"Entomobryomorpha","Isotomidae","B","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"BT3","col321",15,"juillet",6,"Entomobryomorpha","Isotomidae","B","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"BT3","col287",15,"juillet",3,"Poduromorpha","Hypogastruridae","B","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"BT3","col322",15,"juillet",6,"Poduromorpha","Onychiuridae","B","temoin","sans","temoin","Poduromorpha Onychiuridae"
"BT3","col283",15,"juillet",3,"Entomobryomorpha","Isotomidae","B","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"BT3","col286",15,"juillet",3,"Entomobryomorpha","Isotomidae","B","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"BT3","col319",15,"juillet",6,"Entomobryomorpha","Isotomidae","B","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"BT3","col405",18,"aout",3,"Poduromorpha","Hypogastruridae","B","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"BT3","col285",15,"juillet",3,"Entomobryomorpha","Isotomidae","B","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"BT3","col318",15,"juillet",6,"Poduromorpha","Onychiuridae","B","temoin","sans","temoin","Poduromorpha Onychiuridae"
"BT3","col284",15,"juillet",3,"Entomobryomorpha","Isotomidae","B","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CCPAEA1","col010",23,"mai",3,"Poduromorpha","Hypogastruridae","C","partielle","avec","1","Poduromorpha Hypogastruridae"
"CCPAEA1","col012",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","partielle","avec","1","Entomobryomorpha Entomobryidae"
"CCPAEA1","col011",23,"mai",3,"Entomobryomorpha","Isotomidae","C","partielle","avec","1","Entomobryomorpha Isotomidae"
"CCPAEA2","col048",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","partielle","avec","2","Entomobryomorpha Entomobryidae"
"CCPAEA2","col047",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","partielle","avec","2","Entomobryomorpha Entomobryidae"
"CCPAEA3","col159",20,"juin",6,"Poduromorpha","Neanuridae","C","partielle","avec","3","Poduromorpha Neanuridae"
"CCPSEA1","col317",15,"juillet",3,"Entomobryomorpha","Isotomidae","C","partielle","sans","1","Entomobryomorpha Isotomidae"
"CCPSEA1","col316",15,"juillet",3,"Entomobryomorpha","Entomobryidae","C","partielle","sans","1","Entomobryomorpha Entomobryidae"
"CCPSEA1","col030",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","partielle","sans","1","Entomobryomorpha Entomobryidae"
"CCPSEA2","col290",15,"juillet",3,"Entomobryomorpha","Isotomidae","C","partielle","sans","2","Entomobryomorpha Isotomidae"
"CCPSEA2","col054",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","partielle","sans","2","Entomobryomorpha Entomobryidae"
"CCPSEA2","col053",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","partielle","sans","2","Entomobryomorpha Entomobryidae"
"CCPSEA2","col413",18,"aout",3,"Entomobryomorpha","Isotomidae","C","partielle","sans","2","Entomobryomorpha Isotomidae"
"CCPSEA2","col289",15,"juillet",3,"Poduromorpha","Hypogastruridae","C","partielle","sans","2","Poduromorpha Hypogastruridae"
"CCPSEA3","col282",15,"juillet",3,"Poduromorpha","Hypogastruridae","C","partielle","sans","3","Poduromorpha Hypogastruridae"
"CCTAEA1","col458",18,"aout",3,"Entomobryomorpha","Isotomidae","C","totale","avec","1","Entomobryomorpha Isotomidae"
"CCTAEA1","col367",15,"juillet",6,"Entomobryomorpha","Entomobryidae","C","totale","avec","1","Entomobryomorpha Entomobryidae"
"CCTAEA1","col363",15,"juillet",3,"Symphypleona","Dicyrtomidae","C","totale","avec","1","Symphypleona Dicyrtomidae"
"CCTAEA1","col362",15,"juillet",3,"Entomobryomorpha","Isotomidae","C","totale","avec","1","Entomobryomorpha Isotomidae"
"CCTAEA2","col399",15,"juillet",3,"Entomobryomorpha","Isotomidae","C","totale","avec","2","Entomobryomorpha Isotomidae"
"CCTAEA2","col002",23,"mai",3,"Entomobryomorpha","Isotomidae","C","totale","avec","2","Entomobryomorpha Isotomidae"
"CCTAEA2","col003",23,"mai",3,"Poduromorpha","Neanuridae","C","totale","avec","2","Poduromorpha Neanuridae"
"CCTAEA2","col076",23,"mai",3,"Entomobryomorpha","Isotomidae","C","totale","avec","2","Entomobryomorpha Isotomidae"
"CCTAEA2","col077",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","totale","avec","2","Entomobryomorpha Entomobryidae"
"CCTAEA3","col027",23,"mai",3,"Symphypleona","Sminthuridae","C","totale","avec","3","Symphypleona Sminthuridae"
"CCTAEA3","col428",18,"aout",3,"Entomobryomorpha","Isotomidae","C","totale","avec","3","Entomobryomorpha Isotomidae"
"CCTAEA3","col402",18,"aout",6,"Entomobryomorpha","Isotomidae","C","totale","avec","3","Entomobryomorpha Isotomidae"
"CCTSEA1","col480",18,"aout",3,"Entomobryomorpha","Entomobryidae","C","totale","sans","1","Entomobryomorpha Entomobryidae"
"CCTSEA1","col058",23,"mai",3,"Entomobryomorpha","Isotomidae","C","totale","sans","1","Entomobryomorpha Isotomidae"
"CCTSEA1","col481",18,"aout",3,"Entomobryomorpha","Isotomidae","C","totale","sans","1","Entomobryomorpha Isotomidae"
"CCTSEA3","col124",20,"juin",6,"Entomobryomorpha","Isotomidae","C","totale","sans","3","Entomobryomorpha Isotomidae"
"CCTSEA3","col359",15,"juillet",3,"Poduromorpha","Hypogastruridae","C","totale","sans","3","Poduromorpha Hypogastruridae"
"CCTSEA3","col360",15,"juillet",3,"Poduromorpha","Hypogastruridae","C","totale","sans","3","Poduromorpha Hypogastruridae"
"CCTSEA3","col361",15,"juillet",3,"Poduromorpha","Hypogastruridae","C","totale","sans","3","Poduromorpha Hypogastruridae"
"CT1","col001",23,"mai",3,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT1","col051",23,"mai",3,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT1","col482",18,"aout",3,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT2","col041",23,"mai",3,"Poduromorpha","Hypogastruridae","C","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"CT2","col475",18,"aout",3,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT2","col043",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","temoin","sans","temoin","Entomobryomorpha Entomobryidae"
"CT2","col126",20,"juin",6,"Symphypleona","Sminthurididae","C","temoin","sans","temoin","Symphypleona Sminthurididae"
"CT2","col055",23,"mai",3,"Poduromorpha","Hypogastruridae","C","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"CT2","col042",23,"mai",3,"Poduromorpha","Hypogastruridae","C","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"CT2","col039",23,"mai",3,"Entomobryomorpha","Entomobryidae","C","temoin","sans","temoin","Entomobryomorpha Entomobryidae"
"CT2","col040",23,"mai",3,"Poduromorpha","Hypogastruridae","C","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"CT3","col118",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col045",23,"mai",3,"Poduromorpha","Tullbergidae","C","temoin","sans","temoin","Poduromorpha Tullbergidae"
"CT3","col108",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col094",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col104",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col100",20,"juin",6,"Poduromorpha","Onychiuridae","C","temoin","sans","temoin","Poduromorpha Onychiuridae"
"CT3","col103",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col101",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col106",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col057",23,"mai",3,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col114",20,"juin",6,"Symphypleona","Sminthurididae","C","temoin","sans","temoin","Symphypleona Sminthurididae"
"CT3","col093",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col107",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col119",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col105",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col102",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col113",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col120",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col112",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col095",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col109",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col044",23,"mai",3,"Poduromorpha","Tullbergidae","C","temoin","sans","temoin","Poduromorpha Tullbergidae"
"CT3","col117",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col099",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col096",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col098",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col056",23,"mai",3,"Poduromorpha","Hypogastruridae","C","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"CT3","col097",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col110",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"CT3","col111",20,"juin",6,"Entomobryomorpha","Isotomidae","C","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DCPAEA1","col147",16,"juin",6,"Entomobryomorpha","Entomobryidae","D","partielle","avec","1","Entomobryomorpha Entomobryidae"
"DCPAEA1","col148",16,"juin",6,"Poduromorpha","Neanuridae","D","partielle","avec","1","Poduromorpha Neanuridae"
"DCPAEA1","col280",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","1","Entomobryomorpha Isotomidae"
"DCPAEA2","col154",16,"juin",6,"Poduromorpha","Neanuridae","D","partielle","avec","2","Poduromorpha Neanuridae"
"DCPAEA2","col381",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","partielle","avec","2","Entomobryomorpha Isotomidae"
"DCPAEA2","col373",11,"juillet",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","2","Entomobryomorpha Isotomidae"
"DCPAEA2","col155",16,"juin",6,"Poduromorpha","Neanuridae","D","partielle","avec","2","Poduromorpha Neanuridae"
"DCPAEA2","col382",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","partielle","avec","2","Entomobryomorpha Isotomidae"
"DCPAEA2","col383",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","partielle","avec","2","Entomobryomorpha Isotomidae"
"DCPAEA2","col153",16,"juin",6,"Entomobryomorpha","Entomobryidae","D","partielle","avec","2","Entomobryomorpha Entomobryidae"
"DCPAEA2","col374",11,"juillet",6,"Poduromorpha","Hypogastruridae","D","partielle","avec","2","Poduromorpha Hypogastruridae"
"DCPAEA3","col242",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col243",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPAEA3","col227",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col241",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col240",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col265",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col266",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col239",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col236",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col251",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col223",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPAEA3","col267",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col253",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col268",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPAEA3","col230",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col252",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col371",11,"juillet",3,"Symphypleona","Dicyrtomidae","D","partielle","avec","3","Symphypleona Dicyrtomidae"
"DCPAEA3","col222",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPAEA3","col264",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col246",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col238",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col225",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPAEA3","col254",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col250",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col224",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPAEA3","col245",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col259",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col269",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col244",16,"juin",6,"Poduromorpha","Neanuridae","D","partielle","avec","3","Poduromorpha Neanuridae"
"DCPAEA3","col237",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col235",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col226",16,"juin",6,"Poduromorpha","Tullbergidae","D","partielle","avec","3","Poduromorpha Tullbergidae"
"DCPAEA3","col247",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col270",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col231",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col257",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col221",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPAEA3","col262",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col263",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col249",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col256",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col260",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col228",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col229",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col220",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPAEA3","col234",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col261",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col248",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col232",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col258",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col255",16,"juin",6,"Entomobryomorpha","Isotomidae","D","partielle","avec","3","Entomobryomorpha Isotomidae"
"DCPAEA3","col233",16,"juin",6,"Poduromorpha","Onychiuridae","D","partielle","avec","3","Poduromorpha Onychiuridae"
"DCPSEA1","col425",14,"aout",3,"Entomobryomorpha","Tomoceridae","D","partielle","sans","1","Entomobryomorpha Tomoceridae"
"DCPSEA1","col426",14,"aout",3,"Entomobryomorpha","Isotomidae","D","partielle","sans","1","Entomobryomorpha Isotomidae"
"DCPSEA1","col209",16,"juin",6,"Symphypleona","Sminthuridae","D","partielle","sans","1","Symphypleona Sminthuridae"
"DCPSEA2","col089",23,"mai",3,"Poduromorpha","Hypogastruridae","D","partielle","sans","2","Poduromorpha Hypogastruridae"
"DCPSEA2","col170",16,"juin",6,"Symphypleona","Sminthurididae","D","partielle","sans","2","Symphypleona Sminthurididae"
"DCPSEA2","col090",23,"mai",3,"Poduromorpha","Hypogastruridae","D","partielle","sans","2","Poduromorpha Hypogastruridae"
"DCPSEA2","col171",16,"juin",6,"Entomobryomorpha","Entomobryidae","D","partielle","sans","2","Entomobryomorpha Entomobryidae"
"DCPSEA2","col088",23,"mai",3,"Poduromorpha","Hypogastruridae","D","partielle","sans","2","Poduromorpha Hypogastruridae"
"DCPSEA3","col036",23,"mai",3,"Poduromorpha","Hypogastruridae","D","partielle","sans","3","Poduromorpha Hypogastruridae"
"DCPSEA3","col031",23,"mai",3,"Entomobryomorpha","Entomobryidae","D","partielle","sans","3","Entomobryomorpha Entomobryidae"
"DCPSEA3","col035",23,"mai",3,"Entomobryomorpha","Entomobryidae","D","partielle","sans","3","Entomobryomorpha Entomobryidae"
"DCPSEA3","col034",23,"mai",3,"Poduromorpha","Hypogastruridae","D","partielle","sans","3","Poduromorpha Hypogastruridae"
"DCPSEA3","col288",11,"juillet",3,"Symphypleona","Sminthurididae","D","partielle","sans","3","Symphypleona Sminthurididae"
"DCPSEA3","col032",23,"mai",3,"Entomobryomorpha","Entomobryidae","D","partielle","sans","3","Entomobryomorpha Entomobryidae"
"DCPSEA3","col037",23,"mai",3,"Poduromorpha","Hypogastruridae","D","partielle","sans","3","Poduromorpha Hypogastruridae"
"DCPSEA3","col033",23,"mai",3,"Entomobryomorpha","Entomobryidae","D","partielle","sans","3","Entomobryomorpha Entomobryidae"
"DCTAEA1","col437",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","avec","1","Poduromorpha Hypogastruridae"
"DCTAEA1","col432",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","avec","1","Poduromorpha Hypogastruridae"
"DCTAEA1","col433",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","avec","1","Poduromorpha Hypogastruridae"
"DCTAEA1","col431",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","avec","1","Poduromorpha Hypogastruridae"
"DCTAEA1","col436",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","avec","1","Poduromorpha Hypogastruridae"
"DCTAEA1","col434",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","avec","1","Poduromorpha Hypogastruridae"
"DCTAEA1","col435",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","avec","1","Poduromorpha Hypogastruridae"
"DCTAEA2","col353",11,"juillet",3,"Symphypleona","Katiannidae","D","totale","avec","2","Symphypleona Katiannidae"
"DCTAEA2","col351",11,"juillet",3,"Poduromorpha","Onychiuridae","D","totale","avec","2","Poduromorpha Onychiuridae"
"DCTAEA2","col354",11,"juillet",3,"Poduromorpha","Tullbergidae","D","totale","avec","2","Poduromorpha Tullbergidae"
"DCTAEA2","col352",11,"juillet",3,"Poduromorpha","Hypogastruridae","D","totale","avec","2","Poduromorpha Hypogastruridae"
"DCTAEA2","col050",23,"mai",3,"Entomobryomorpha","Isotomidae","D","totale","avec","2","Entomobryomorpha Isotomidae"
"DCTAEA3","col376",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","totale","avec","3","Entomobryomorpha Isotomidae"
"DCTAEA3","col081",23,"mai",3,"Poduromorpha","Tullbergidae","D","totale","avec","3","Poduromorpha Tullbergidae"
"DCTAEA3","col375",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","totale","avec","3","Entomobryomorpha Isotomidae"
"DCTAEA3","col407",14,"aout",3,"Entomobryomorpha","Tomoceridae","D","totale","avec","3","Entomobryomorpha Tomoceridae"
"DCTAEA3","col378",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","totale","avec","3","Entomobryomorpha Isotomidae"
"DCTAEA3","col377",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","totale","avec","3","Entomobryomorpha Isotomidae"
"DCTSEA1","col071",23,"mai",3,"Poduromorpha","Hypogastruridae","D","totale","sans","1","Poduromorpha Hypogastruridae"
"DCTSEA1","col311",11,"juillet",3,"Poduromorpha","Hypogastruridae","D","totale","sans","1","Poduromorpha Hypogastruridae"
"DCTSEA1","col452",14,"aout",6,"Poduromorpha","Hypogastruridae","D","totale","sans","1","Poduromorpha Hypogastruridae"
"DCTSEA1","col310",11,"juillet",3,"Poduromorpha","Tullbergidae","D","totale","sans","1","Poduromorpha Tullbergidae"
"DCTSEA1","col450",14,"aout",6,"Poduromorpha","Onychiuridae","D","totale","sans","1","Poduromorpha Onychiuridae"
"DCTSEA1","col070",23,"mai",3,"Poduromorpha","Tullbergidae","D","totale","sans","1","Poduromorpha Tullbergidae"
"DCTSEA1","col314",11,"juillet",3,"Poduromorpha","Onychiuridae","D","totale","sans","1","Poduromorpha Onychiuridae"
"DCTSEA1","col020",23,"mai",3,"Symphypleona","Sminthuridae","D","totale","sans","1","Symphypleona Sminthuridae"
"DCTSEA1","col019",23,"mai",3,"Symphypleona","Sminthuridae","D","totale","sans","1","Symphypleona Sminthuridae"
"DCTSEA1","col451",14,"aout",6,"Poduromorpha","Onychiuridae","D","totale","sans","1","Poduromorpha Onychiuridae"
"DCTSEA1","col454",14,"aout",6,"Poduromorpha","Hypogastruridae","D","totale","sans","1","Poduromorpha Hypogastruridae"
"DCTSEA1","col069",23,"mai",3,"Symphypleona","Sminthurididae","D","totale","sans","1","Symphypleona Sminthurididae"
"DCTSEA1","col308",11,"juillet",3,"Poduromorpha","Hypogastruridae","D","totale","sans","1","Poduromorpha Hypogastruridae"
"DCTSEA1","col309",11,"juillet",3,"Symphypleona","Neelidae","D","totale","sans","1","Symphypleona Neelidae"
"DCTSEA1","col313",11,"juillet",3,"Symphypleona","Dicyrtomidae","D","totale","sans","1","Symphypleona Dicyrtomidae"
"DCTSEA1","col312",11,"juillet",3,"Poduromorpha","Hypogastruridae","D","totale","sans","1","Poduromorpha Hypogastruridae"
"DCTSEA1","col350",11,"juillet",6,"Poduromorpha","Tullbergidae","D","totale","sans","1","Poduromorpha Tullbergidae"
"DCTSEA1","col453",14,"aout",6,"Poduromorpha","Hypogastruridae","D","totale","sans","1","Poduromorpha Hypogastruridae"
"DCTSEA1","col068",23,"mai",3,"Entomobryomorpha","Isotomidae","D","totale","sans","1","Entomobryomorpha Isotomidae"
"DCTSEA2","col446",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","sans","2","Poduromorpha Hypogastruridae"
"DCTSEA2","col445",14,"aout",3,"Entomobryomorpha","Isotomidae","D","totale","sans","2","Entomobryomorpha Isotomidae"
"DCTSEA2","col412",14,"aout",6,"Entomobryomorpha","Isotomidae","D","totale","sans","2","Entomobryomorpha Isotomidae"
"DCTSEA2","col449",14,"aout",3,"Symphypleona","Neelidae","D","totale","sans","2","Symphypleona Neelidae"
"DCTSEA2","col443",14,"aout",3,"Symphypleona","Neelidae","D","totale","sans","2","Symphypleona Neelidae"
"DCTSEA2","col447",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","sans","2","Poduromorpha Hypogastruridae"
"DCTSEA2","col448",14,"aout",3,"Entomobryomorpha","Isotomidae","D","totale","sans","2","Entomobryomorpha Isotomidae"
"DCTSEA2","col444",14,"aout",3,"Entomobryomorpha","Isotomidae","D","totale","sans","2","Entomobryomorpha Isotomidae"
"DCTSEA2","col442",14,"aout",3,"Symphypleona","Neelidae","D","totale","sans","2","Symphypleona Neelidae"
"DCTSEA3","col368",11,"juillet",3,"Entomobryomorpha","Tomoceridae","D","totale","sans","3","Entomobryomorpha Tomoceridae"
"DCTSEA3","col429",14,"aout",3,"Symphypleona","Katiannidae","D","totale","sans","3","Symphypleona Katiannidae"
"DCTSEA3","col415",14,"aout",6,"Poduromorpha","Hypogastruridae","D","totale","sans","3","Poduromorpha Hypogastruridae"
"DCTSEA3","col430",14,"aout",3,"Poduromorpha","Hypogastruridae","D","totale","sans","3","Poduromorpha Hypogastruridae"
